group_id,task,n_members,start_time,end_time,duration,speaker_id,text
35185,PS4,3,280.0,288.56,8.56,1.0,Should we try to like do some like combination of both those things so.
35185,PS4,3,312.48,345.36,32.88,1.0,So this would be like having dedicated time for children to learn after class using our resources.
35185,PS4,3,353.68,357.24,3.56,1.0,I think develops for like maybe people who are like more marginalized.
35185,PS4,3,357.24,364.76,7.52,1.0,"So that could be like at the edges, I guess like I you always have to like stop from like the lowest command denominator, right?"
35185,PS4,3,365.44,370.0,4.56,1.0,"So I guess like, yeah."
35185,PS4,3,388.28,391.6,3.32,1.0,"OK, we actually have much time left."
35185,PS4,3,392.32,392.4,0.08,3.0,So.
35185,PS4,3,423.92,426.84,2.92,2.0,He just mentioned that the e-learning platform will be free.
35185,PS4,3,426.92,427.32,0.4,2.0,Yeah.
35185,PS4,3,427.36,427.72,0.36,1.0,"Yeah, yeah."
35185,PS4,3,431.12,443.36,12.24,3.0,"And also I was thinking about disadvantaged groups, then we have to figure out in those that are disabled, that's most, most times they are disadvantaged."
35185,PS4,3,443.48,444.08,0.6,2.0,That's true.
35185,PS4,3,444.56,466.04,21.48,2.0,"So you want to e-learning platform where I mean for people who not very good hearing, they definitely can read out, but those who are blind, how you're going to have an e-learning platform that yeah, I guess, yeah, just having somethings that have a speaker that can read out and they're useful."
35185,PS4,3,469.56,472.6,3.04,3.0,They're constantly sent for people who are blind.
35185,PS4,3,473.36,474.68,1.32,2.0,There are four designed people who are blind.
35185,PS4,3,474.68,474.8,0.12,2.0,Yeah.
35185,PS4,3,475.28,475.52,0.24,2.0,"Yeah, you've."
35185,PS4,3,478.48,478.84,0.36,3.0,Seen that?
35185,PS4,3,514.44,521.04,6.6,1.0,Boost the motivation to learn.
35185,PS4,3,522.12,522.48,0.36,3.0,New.
35185,PS4,3,523.56,534.04,10.48,1.0,Topics and to brush up on basic math and interest skills.
35185,PS4,3,534.04,535.32,1.28,1.0,I'm just making stuff up now.
35185,PS4,3,551.16,553.6,2.44,2.0,I just I trust what you don't.
35185,PS4,3,558.6,562.64,4.04,1.0,"OK, do you have anything else you want to add?"
36132,PS5,3,1.96,2.72,0.76,1.0,Oh my God.
36132,PS5,3,3.16,9.92,6.76,2.0,What voluntary attrition have went on a basis to leave the computer and jurisdiction of all we're telling the workforce?
36132,PS5,3,9.96,13.84,3.88,2.0,Please come up with one creative idea to start voluntary attrition.
36132,PS5,3,14.8,15.68,0.88,1.0,High salary what?
36132,PS5,3,15.68,16.64,0.96,2.0,Happened in my job.
36132,PS5,3,19.56,20.08,0.52,1.0,Oh really?
36132,PS5,3,20.08,20.76,0.68,1.0,So what happened?
36132,PS5,3,20.96,21.84,0.88,1.0,What was your job?
36132,PS5,3,22.8,24.36,1.56,1.0,The computer science related or.
36132,PS5,3,24.48,25.44,0.96,2.0,"No, not at all."
36132,PS5,3,25.44,26.84,1.4,2.0,I was doing gender equality.
36132,PS5,3,26.84,27.44,0.6,1.0,Consulting.
36132,PS5,3,29.28,31.92,2.64,1.0,"Oh, and I thought that it would be an interesting job, right?"
36132,PS5,3,32.32,32.76,0.44,2.0,It was.
36132,PS5,3,32.8,34.36,1.56,1.0,"Yeah, but why would people quit?"
36132,PS5,3,35.28,42.64,7.36,2.0,It was like our boss who had two like CE OS and they were like complicated.
36132,PS5,3,43.44,43.56,0.12,1.0,Oh.
36132,PS5,3,44.96,49.04,4.08,2.0,"And I don't know, it was a small company too, also because of the salaries."
36132,PS5,3,49.72,53.12,3.4,1.0,"Yeah, I guess like you get much better pay doing other sorts of consulting."
36132,PS5,3,54.56,54.96,0.4,1.0,Exactly.
36132,PS5,3,54.96,56.56,1.6,1.0,And all the the departments are being cut now.
36132,PS5,3,56.56,57.04,0.48,1.0,So I don't know.
36132,PS5,3,57.24,58.04,0.8,2.0,Especially now.
36132,PS5,3,58.08,58.36,0.28,2.0,Yep.
36132,PS5,3,58.6,59.48,0.88,1.0,"Yep, Yep."
36132,PS5,3,66.04,68.96,2.92,2.0,"Creative fight, yes to voluntary OK."
36132,PS5,3,68.96,70.64,1.68,3.0,So the problem is look like.
36132,PS5,3,72.08,73.16,1.08,1.0,"Yeah, what's the problem?"
36132,PS5,3,73.16,74.44,1.28,1.0,So what's a great cause of a problem?
36132,PS5,3,74.44,74.8,0.36,1.0,Maybe.
36132,PS5,3,77.24,80.92,3.68,1.0,"Yeah, like job is the jobs dissatisfaction."
36132,PS5,3,82.48,83.08,0.6,2.0,"Salary, Salary."
36132,PS5,3,83.72,88.24,4.52,1.0,Salary one salary too low.
36132,PS5,3,90.4,91.88,1.48,3.0,Or they find a new job.
36132,PS5,3,91.88,92.4,0.52,2.0,That's.
36132,PS5,3,92.76,93.44,0.68,1.0,Culture.
36132,PS5,3,93.44,93.8,0.36,1.0,Yeah.
36132,PS5,3,94.64,95.68,1.04,1.0,"Culture, yeah."
36132,PS5,3,95.68,98.96,3.28,1.0,Because people can stay in in a job even though they don't like a salary.
36132,PS5,3,98.96,100.96,2.0,1.0,They don't find it satisfying in a way.
36132,PS5,3,100.96,101.96,1.0,1.0,But then they like the culture.
36132,PS5,3,102.2,103.36,1.16,1.0,"They like the people, Yeah."
36132,PS5,3,106.4,107.2,0.8,1.0,"Oh, we can do."
36132,PS5,3,107.2,107.6,0.4,1.0,We can do.
36132,PS5,3,107.6,110.44,2.84,1.0,"Like, I don't like some Chinese restaurants."
36132,PS5,3,110.44,112.56,2.12,1.0,I think they organize like a trip every year.
36132,PS5,3,114.36,117.56,3.2,1.0,Every year like yearly trip like for like yeah.
36132,PS5,3,118.44,118.56,0.12,2.0,Yeah.
36132,PS5,3,120.2,122.2,2.0,1.0,"Some companies see that it's not really creative, I mean."
36132,PS5,3,122.2,123.08,0.88,2.0,Integration.
36132,PS5,3,123.48,125.84,2.36,1.0,"Integration can, I don't know but."
36132,PS5,3,126.4,127.72,1.32,2.0,We can do something around that.
36132,PS5,3,127.72,128.4,0.68,1.0,Like we do something.
36132,PS5,3,128.4,129.16,0.76,1.0,"Yeah, we can do."
36132,PS5,3,129.84,129.96,0.12,1.0,Yeah.
36132,PS5,3,129.96,131.76,1.8,1.0,Let's make that a starting point.
36132,PS5,3,134.12,137.88,3.76,1.0,Ideas generated.
36132,PS5,3,138.48,142.0,3.52,1.0,"So like annual company trip, Yeah."
36132,PS5,3,143.72,144.6,0.88,1.0,So something like that.
36132,PS5,3,144.6,146.6,2.0,1.0,Maybe something like integration also?
36132,PS5,3,146.6,148.2,1.6,2.0,Start like any idea?
36132,PS5,3,148.2,151.2,3.0,2.0,It would start by asking the employees.
36132,PS5,3,152.12,157.56,5.44,1.0,Like asking the employees what they want date.
36132,PS5,3,159.72,160.16,0.44,2.0,Yeah.
36132,PS5,3,160.6,160.88,0.28,1.0,Yeah.
36132,PS5,3,162.12,164.68,2.56,2.0,"And maybe doing it with a third party, so."
36132,PS5,3,164.92,166.96,2.04,1.0,"Yeah, with a third party if."
36132,PS5,3,167.04,168.28,1.24,2.0,There are problems.
36132,PS5,3,168.8,169.24,0.44,2.0,They can.
36132,PS5,3,170.08,172.84,2.76,1.0,Like party more consulting involved.
36132,PS5,3,180.4,181.84,1.44,1.0,It was a creative solution.
36132,PS5,3,181.84,185.8,3.96,1.0,What I hate these practical problems.
36132,PS5,3,185.8,188.04,2.24,1.0,It's just really hard to come up with a creative solution.
36132,PS5,3,194.44,202.04,7.6,3.0,"Like keep keep incentive, give incentive to to live in the long term like in in some company in Thailand like."
36132,PS5,3,202.04,203.44,1.4,1.0,Like financial incentives?
36132,PS5,3,203.44,203.96,0.52,3.0,"Yeah, yeah."
36132,PS5,3,203.96,212.96,9.0,3.0,"Like the, the more you stay with the company, you get like other higher additional, additional benefit."
36132,PS5,3,213.12,222.36,9.24,3.0,"Yeah, like they speed into the big like Salali and like how to say that I I don't know how to say it, but it's additional 1."
36132,PS5,3,222.8,226.08,3.28,1.0,Parks increase with with your time.
36132,PS5,3,226.08,228.04,1.96,1.0,"Yeah, it's time being in the company."
36132,PS5,3,228.6,232.08,3.48,3.0,"Yeah, this can be a mutual fund."
36132,PS5,3,232.08,232.4,0.32,3.0,I think you.
36132,PS5,3,232.56,233.8,1.24,2.0,Have more extremes with.
36132,PS5,3,234.04,235.8,1.76,1.0,"Yes, please."
36132,PS5,3,236.6,238.92,2.32,2.0,"But please not creative, it comes from ATV show."
36132,PS5,3,239.2,241.28,2.08,1.0,"Oh no, no, no, that I that sounds creative."
36132,PS5,3,241.28,242.2,0.92,1.0,Right now I'm only here are.
36132,PS5,3,242.24,243.08,0.84,2.0,You severance.
36132,PS5,3,243.6,244.2,0.6,3.0,Severance.
36132,PS5,3,245.08,245.6,0.52,2.0,Severance.
36132,PS5,3,245.6,248.68,3.08,1.0,"No, I'm not cultured, but."
36132,PS5,3,248.68,254.72,6.04,2.0,TV show that they do a brain procedure that separates your work self.
36132,PS5,3,255.32,256.12,0.8,1.0,"Oh, I've seen that."
36132,PS5,3,256.12,256.8,0.68,1.0,"Yeah, I've seen that."
36132,PS5,3,258.08,261.72,3.64,2.0,Your personal self so every time you go into work like.
36132,PS5,3,262.32,262.52,0.2,1.0,You.
36132,PS5,3,262.6,262.72,0.12,1.0,You.
36132,PS5,3,262.72,265.48,2.76,2.0,Have like another you don't know you.
36132,PS5,3,265.48,267.88,2.4,1.0,"Don't know what is going on there, but then yeah."
36132,PS5,3,268.48,270.88,2.4,2.0,"Yeah, it's like you have an Audi, an enemy."
36132,PS5,3,270.88,277.84,6.96,2.0,"And yeah, I'm thinking that that could help attrition because if you don't know what."
36132,PS5,3,277.84,279.08,1.24,1.0,You don't know what's going on.
36132,PS5,3,279.08,280.36,1.28,1.0,You don't know how stressed you are.
36132,PS5,3,280.36,281.4,1.04,1.0,You don't get the money.
36132,PS5,3,281.4,281.72,0.32,1.0,Yeah.
36132,PS5,3,282.6,285.8,3.2,1.0,"So you can be like hypnotized every time, I guess."
36132,PS5,3,285.84,286.96,1.12,1.0,Like a more practical idea.
36132,PS5,3,287.0,287.36,0.36,1.0,Yeah.
36132,PS5,3,287.56,289.0,1.44,1.0,Hypnotized every time we go to work.
36132,PS5,3,289.52,289.88,0.36,1.0,Yeah.
36132,PS5,3,289.96,290.16,0.2,1.0,Yeah.
36132,PS5,3,293.2,293.64,0.44,1.0,That's great.
36132,PS5,3,294.12,294.44,0.32,1.0,Yeah.
36132,PS5,3,296.12,297.36,1.24,1.0,"The second record, multi episode."
36132,PS5,3,297.36,298.0,0.64,1.0,That's what I think.
36132,PS5,3,299.2,300.72,1.52,2.0,It could be every multi episode.
36132,PS5,3,303.44,303.84,0.4,1.0,OK.
36132,PS5,3,305.2,305.76,0.56,2.0,Hypnotize you.
36132,PS5,3,305.92,309.08,3.16,1.0,Create chills.
36132,PS5,3,312.68,313.04,0.36,1.0,Hypnotize.
36132,PS5,3,314.84,315.76,0.92,1.0,How do you spell hypnotize?
36132,PS5,3,316.48,316.8,0.32,1.0,Hip.
36132,PS5,3,316.8,317.68,0.88,1.0,"Sorry, hypnotize."
36132,PS5,3,318.24,320.24,2.0,3.0,The new words to me.
36132,PS5,3,320.8,324.6,3.8,1.0,Make just like like sleep basically you do use like a coin or something.
36132,PS5,3,324.76,326.6,1.84,1.0,So we need professionals for that I guess.
36132,PS5,3,327.24,338.56,11.32,1.0,Like by hiring professionals with the company can have professionals.
36132,PS5,3,338.56,338.84,0.28,1.0,How easy?
36132,PS5,3,339.48,340.32,0.84,2.0,Are we going to?
36132,PS5,3,340.8,347.0,6.2,1.0,The hypnotize people as they enter the office building.
36132,PS5,3,350.0,351.52,1.52,3.0,It's like how to wear something.
36132,PS5,3,352.64,356.96,4.32,1.0,"No, no, basically they will be just be like that way they won't know what's really going on."
36132,PS5,3,357.88,358.2,0.32,2.0,Yeah.
36132,PS5,3,358.32,361.12,2.8,1.0,"Actually, yeah, yeah, maybe that's too extreme in a way."
36132,PS5,3,361.12,361.28,0.16,1.0,Yeah.
36132,PS5,3,361.28,369.48,8.2,1.0,"Because I know like, like for hypnotizing, like one one of the ways to do is actually to to give you like a hidden on you can't."
36132,PS5,3,369.68,370.76,1.08,1.0,But that's kind of unethical.
36132,PS5,3,370.76,371.76,1.0,1.0,But I but it's unethical.
36132,PS5,3,373.96,374.84,0.88,1.0,"It's possible, Yeah."
36132,PS5,3,374.84,385.04,10.2,1.0,"At the end of building to to motivate them, yeah, maybe motivate them to stay in the job and be productive for the company."
36132,PS5,3,389.32,391.0,1.68,2.0,And I study at Ethics now.
36132,PS5,3,391.4,397.32,5.92,1.0,"Yeah, something's creative solutions are unethical."
36132,PS5,3,398.72,399.0,0.28,2.0,Yeah.
36132,PS5,3,400.2,404.52,4.32,1.0,"Yeah, they motivate them to stay in their job."
36132,PS5,3,405.16,406.16,1.0,1.0,They will be.
36132,PS5,3,406.68,407.4,0.72,1.0,Do they?
36132,PS5,3,407.52,412.56,5.04,1.0,Would they be like unhypnotized then as they leave when they go out with eating?
36132,PS5,3,412.56,412.8,0.24,1.0,Maybe?
36132,PS5,3,412.8,413.8,1.0,1.0,"No, we don't do that."
36132,PS5,3,414.24,415.24,1.0,1.0,We don't have to do that.
36132,PS5,3,415.6,416.32,0.72,2.0,"Yeah, maybe not."
36132,PS5,3,416.4,417.64,1.24,2.0,Because if you're motivating.
36132,PS5,3,417.76,421.56,3.8,1.0,"Them yeah, motivating them just they don't leave them Yeah, it's kind of like brainwashing."
36132,PS5,3,421.96,430.4,8.44,1.0,"Oh, actually that that is literally, literally OK."
36132,PS5,3,430.44,441.68,11.24,1.0,"But then then again, we have the same problem because for for some people it's not very easy to hypnotize them because it it works for like more weak willed individuals."
36132,PS5,3,442.08,444.52,2.44,1.0,So we need to think of like alternative for them.
36132,PS5,3,446.8,447.52,0.72,2.0,For this strong.
36132,PS5,3,448.04,452.56,4.52,1.0,"Like the the same parallel, like different industries and now we have different different individuals."
36132,PS5,3,459.16,462.12,2.96,2.0,What else for people that humanize them?
36132,PS5,3,464.76,466.36,1.6,1.0,Probably they cannot be hypnotized.
36132,PS5,3,467.6,469.12,1.52,1.0,They're hard to be hypnotized.
36132,PS5,3,469.16,473.44,4.28,1.0,Will will appoint them as a leaders to motivate the but.
36132,PS5,3,473.56,475.0,1.44,2.0,If they're not motivated.
36132,PS5,3,477.36,477.88,0.52,1.0,Sack them.
36132,PS5,3,477.96,478.8,0.84,1.0,They'll just sack them.
36132,PS5,3,478.8,479.6,0.8,1.0,We'll just sack them.
36132,PS5,3,480.16,481.04,0.88,2.0,Isolate them.
36132,PS5,3,481.04,483.48,2.44,1.0,Isolate them isolation self.
36132,PS5,3,484.96,485.12,0.16,2.0,That's.
36132,PS5,3,486.08,486.2,0.12,1.0,Bad.
36132,PS5,3,486.2,486.96,0.76,1.0,"Oh, no, no, no."
36132,PS5,3,486.96,487.96,1.0,1.0,We I know what we do.
36132,PS5,3,488.0,491.28,3.28,1.0,"We, we actually, when we hire people, we also."
36132,PS5,3,492.32,495.6,3.28,1.0,"No, no, we assess their hypnotizability."
36132,PS5,3,496.52,498.4,1.88,1.0,"Yeah, yeah."
36132,PS5,3,502.08,510.32,8.24,1.0,The company will also assess people's potential.
36132,PS5,3,512.64,516.0,3.36,2.0,"Yeah, you wouldn't say you have an ethicist in your room, in this room."
36132,PS5,3,516.6,528.56,11.96,1.0,"No, let's see for hiring them, yeah."
36132,PS5,3,528.88,529.16,0.28,3.0,Yeah.
36132,PS5,3,530.2,530.6,0.4,1.0,Next.
36489,PS3,6,1.2,1.56,0.36,1.0,So.
36489,PS3,6,1.72,2.2,0.48,2.0,Imagine.
36489,PS3,6,2.2,5.0,2.8,1.0,A new pandemic has emerged that is transmitted by saying the.
36489,PS3,6,5.0,6.96,1.96,2.0,"Word, sorry, please come up."
36489,PS3,6,9.72,12.48,2.76,3.0,"OK, please."
36489,PS3,6,12.48,15.48,3.0,2.0,Come up with one creative idea to reduce a spread.
36489,PS3,6,15.48,17.32,1.84,2.0,"OK, so don't say sorry."
36489,PS3,6,18.36,26.08,7.72,2.0,"Hey, I guess what can you, what can you do to stop people from using the word sorry?"
36489,PS3,6,28.0,28.8,0.8,2.0,What did we make?
36489,PS3,6,30.36,32.12,1.76,2.0,Posters don't say sorry.
36489,PS3,6,32.36,36.6,4.24,2.0,That says don't say sorry or sorry with you know I don't say sorry.
36489,PS3,6,36.96,37.76,0.8,4.0,"There's yeah, I'm saying sorry."
36489,PS3,6,37.76,38.44,0.68,2.0,"No, no, no."
36489,PS3,6,38.44,40.36,1.92,2.0,You can put the word sorry and put some.
36489,PS3,6,40.52,41.04,0.52,2.0,What's that thing?
36489,PS3,6,41.04,43.48,2.44,2.0,"When you cross something over, it means like, OK, OK, yeah, yeah, yeah."
36489,PS3,6,43.48,44.2,0.72,2.0,Do you understand?
36489,PS3,6,44.92,47.4,2.48,2.0,"So you can say don't say sorry, but cross sorry."
36489,PS3,6,47.4,47.52,0.12,2.0,Yeah.
36489,PS3,6,47.52,57.32,9.8,2.0,"Not to type, don't say sorry, but you do a poster with a big red sorry, and then maybe a red crossover that says it means don't say."
36489,PS3,6,57.32,61.0,3.68,2.0,"It's like, but how are we going to type it here?"
36489,PS3,6,62.12,68.0,5.88,2.0,Do you get how we going to how we going to the crossover sign that says do you get my point like if it's.
36489,PS3,6,69.8,70.48,0.68,3.0,How do you just change it?
36489,PS3,6,70.48,70.84,0.36,3.0,"Yeah, yeah, yeah."
36489,PS3,6,70.88,71.28,0.4,3.0,And is there a?
36489,PS3,6,71.28,78.08,6.8,2.0,"Rest that you know when you see a sign, you say it exactly so."
36489,PS3,6,78.8,79.76,0.96,5.0,"Yeah, yeah."
36489,PS3,6,81.08,82.12,1.04,2.0,Or can we?
36489,PS3,6,82.28,87.16,4.88,4.0,Look for the caution sign that say that say don't say sorry that's.
36489,PS3,6,87.24,89.36,2.12,2.0,What you're saying why you are reading it don't say sorry.
36489,PS3,6,89.36,92.88,3.52,2.0,You're saying exactly don't say sorry.
36489,PS3,6,92.88,101.52,8.64,2.0,"Yeah, or even there's a if there's how do I put it if there's publicity for an alternative word for sorry."
36489,PS3,6,101.84,103.76,1.92,1.0,"So yeah, so if yeah."
36489,PS3,6,103.76,106.52,2.76,2.0,"And so instead of saying sorry, say pardon."
36489,PS3,6,106.52,115.56,9.04,2.0,"Yeah, we can maybe do you know these things influenced as when they want to push for a particular narrative when you're making now you're doing the adverse of saying don't say sorry."
36489,PS3,6,115.72,116.4,0.68,2.0,You're saying sorry.
36489,PS3,6,116.4,118.64,2.24,2.0,Are you expecting the pandemic?
36489,PS3,6,122.32,123.56,1.24,2.0,"Oh, OK."
36489,PS3,6,123.68,138.0,14.32,2.0,"I think don't say sorry or the the instead of typing the sorry out, you can now put S dash dash dash, dash Y."
36489,PS3,6,139.56,141.2,1.64,4.0,Or or or let's make it or.
36489,PS3,6,141.2,141.88,0.68,4.0,Let's make it the way.
36489,PS3,6,142.04,145.68,3.64,4.0,"Let's use the In fact, let's start from the from the last word."
36489,PS3,6,146.0,152.84,6.84,4.0,Why then RRRRRR then OS then we not we not say we arrange.
36489,PS3,6,153.0,155.48,2.48,4.0,You arrange this word in this order.
36489,PS3,6,156.16,156.52,0.36,2.0,Don't say.
36489,PS3,6,156.52,157.12,0.6,4.0,Don't say it.
36489,PS3,6,157.16,157.44,0.28,4.0,"Yes, you say."
36489,PS3,6,157.96,158.76,0.8,2.0,The same thing we are not.
36489,PS3,6,158.8,159.88,1.08,4.0,"Saying it now, you know, I don't know."
36489,PS3,6,164.08,167.52,3.44,2.0,"Mind your business, OK?"
36489,PS3,6,167.56,168.56,1.0,2.0,"Yeah, yeah, exactly."
36489,PS3,6,169.36,172.36,3.0,2.0,"Don't be impacted, but that will cause another problem."
36489,PS3,6,172.92,174.96,2.04,1.0,You still have 9 minutes so.
36489,PS3,6,174.96,177.04,2.08,2.0,That will cause another problem if you're saving.
36489,PS3,6,177.04,177.84,0.8,2.0,Shouldn't be impacted.
36489,PS3,6,177.84,180.36,2.52,2.0,People will do shit and then they feel like they can get.
36489,PS3,6,180.36,180.68,0.32,5.0,Really think.
36489,PS3,6,180.68,185.24,4.56,2.0,"About what people will do, we have we have a problem."
36489,PS3,6,185.24,190.68,5.44,2.0,So why do you we want to solve 1 pandemic and create another one Talk about that solve this one.
36489,PS3,6,192.28,193.36,1.08,2.0,"OK, Oh no, I was thinking of the thing."
36489,PS3,6,194.64,197.36,2.72,6.0,Where you get shocked whenever like you know.
36489,PS3,6,197.52,213.0,15.48,2.0,"When you say it, yeah, that's good, OK, creating bands that shocks when people when you say it, I think I like it creates so but but they should figure out the way they want to do is create bands."
36489,PS3,6,215.88,216.32,0.44,5.0,We've given.
36489,PS3,6,216.32,217.52,1.2,2.0,Them the idea I'm not I'm done.
36489,PS3,6,217.52,218.12,0.6,2.0,Is it a risk band or?
36489,PS3,6,219.64,220.72,1.08,1.0,"Yeah, create risk bands."
36489,PS3,6,220.72,221.04,0.32,1.0,"No, I have."
36489,PS3,6,221.04,221.4,0.36,2.0,Already been.
36489,PS3,6,230.88,231.64,0.76,1.0,Tracked by your ideas?
36489,PS3,6,231.64,232.88,1.24,1.0,"Yeah, yeah, create wristbands."
36489,PS3,6,233.12,233.72,0.6,2.0,ZAP wrist.
36489,PS3,6,234.08,234.84,0.76,1.0,That's zaps.
36489,PS3,6,234.96,235.4,0.44,1.0,And of course.
36489,PS3,6,235.4,235.44,0.04,2.0,I.
36489,PS3,6,238.36,239.2,0.84,1.0,Think people.
36489,PS3,6,242.72,254.12,11.4,2.0,Should know there's even this pandemic in the 1st place you know you know sorry is something that is easy yeah you know it just happened natural create ZAP response that.
36489,PS3,6,256.72,261.08,4.36,1.0,That's shocks when the word is said when.
36489,PS3,6,262.2,262.28,0.08,4.0,The.
36489,PS3,6,264.68,269.72,5.04,2.0,"Word is said when the when the, sorry when the word don't."
36489,PS3,6,270.08,272.68,2.6,1.0,Mention the sentence how don't.
36489,PS3,6,274.64,276.2,1.56,5.0,Mention in the sentence just when the word no.
36489,PS3,6,276.2,277.12,0.92,5.0,"You're putting an idea, so you're not."
36489,PS3,6,277.48,283.72,6.24,2.0,"It does the when the word sorry, he said yes, we are still saying sorry, no, no, no, no, no, no sentence."
36489,PS3,6,285.64,288.8,3.16,1.0,"No, no, that shock that English."
36489,PS3,6,288.8,289.72,0.92,2.0,Is not correct that zaps you.
36489,PS3,6,289.8,290.96,1.16,2.0,"Well, use that does."
36489,PS3,6,291.2,291.76,0.56,2.0,That's the shocks you.
36489,PS3,6,294.6,295.52,0.92,1.0,"Yeah, anyway, gentle shock."
36489,PS3,6,295.8,297.8,2.0,2.0,"Yeah, that gives them that give."
36489,PS3,6,297.8,300.6,2.8,2.0,"Oh my God, that gives."
36489,PS3,6,300.68,305.88,5.2,1.0,A gentle shock when the word sorry said that is.
36489,PS3,6,307.52,307.76,0.24,4.0,Correct.
36489,PS3,6,308.8,312.48,3.68,1.0,This Grammarly get out that gives a gentle shock and the word.
36489,PS3,6,312.88,313.8,0.92,2.0,What is he suggesting?
36489,PS3,6,315.16,317.48,2.32,1.0,That give a gentle shock I'm sure I put.
36489,PS3,6,317.52,319.36,1.84,4.0,Up soaring in your quotation.
36489,PS3,6,320.48,323.48,3.0,1.0,Mark listen this her laptop.
36489,PS3,6,324.64,327.72,3.08,1.0,"The last time I did it I typing in Japanese, a bit Chinese."
36489,PS3,6,329.28,330.16,0.88,1.0,So you don't.
36196,PS3,6,1.84,2.08,0.24,1.0,Imagine.
36196,PS3,6,2.08,3.0,0.92,1.0,"Oh my gosh, don't come up."
36196,PS3,6,8.28,8.4,0.12,2.0,With.
36196,PS3,6,12.6,14.88,2.28,3.0,Another word that tears to say.
36196,PS3,6,15.6,17.96,2.36,2.0,"Like, my bad apologies language."
36196,PS3,6,23.88,24.64,0.76,2.0,Gosh.
36196,PS3,6,29.0,34.92,5.92,3.0,Or everyone stop talking text messages.
36196,PS3,6,35.52,36.28,0.76,1.0,"Oh, but."
36196,PS3,6,36.84,39.24,2.4,2.0,"But then if you text the word sorry, are you still gonna?"
36196,PS3,6,41.24,42.6,1.36,2.0,I don't know if that's what they're saying.
36196,PS3,6,43.68,43.92,0.24,4.0,"Oh, I."
36196,PS3,6,45.04,48.4,3.36,2.0,"Don't know, I mean, this can be creative, that's really."
36196,PS3,6,48.4,50.0,1.6,3.0,Creative world that will be.
36196,PS3,6,50.88,52.4,1.52,5.0,"Fine, everyone stops talking in public."
36196,PS3,6,52.64,54.08,1.44,5.0,"Yeah, at home."
36196,PS3,6,56.0,57.44,1.44,2.0,"At home, you can pass it to your kids."
36196,PS3,6,57.44,57.8,0.36,2.0,"I mean, I'm."
36196,PS3,6,58.12,61.36,3.24,3.0,Wearing a mask to remind us stop talking.
